smiles,ID,active_ID,%C,real_activity,U5,U4,U1,U3,U2,autoph4,dbautoph4,elucidator,reversefp
O=C([O-])/C=C/C(=O)NC1CCCCCC1,C04661268,,99.54525,1,0,0,0,0,0,0,0,0,0
O=C1N[C@](C)(c2sc(C)cc2)C([O-])=N1,C19266475,,99.99913,1,0,0,0,0,1,0,0,0,0
Oc1c([N+](=O)[O-])c([O-])ccc1,C19690527,,84.419907,1,0,0,0,0,0,0,0,0,0
O=C1C(c2ccccc2)=CC(C#N)=C([O-])N1,C06493998,,99.964355,1,0,0,0,0,0,0,1,0,0
Clc1c([O-])ccc(C(=O)NCC#C)c1,C19836520,,78.312851,1,0,0,0,0,0,0,0,0,0
O=C(NCCCC)c1ccc([O-])cc1,C19838389,,83.496368,1,0,0,0,0,0,0,0,0,0
S(Cc1[nH]nc([O-])c1)c1ncccc1,C00091681,,65.888016,1,0,0,0,0,0,0,0,0,0
[O-]c1c(c(C)n[nH]1)C1=NCCCCC1,C04629171,,99.872238,1,0,0,0,0,0,0,0,0,0
O=C1N[C@](C)(C2CCCCC2)C([O-])=N1,C01661259,,99.999512,1,0,0,0,0,0,0,0,0,0
O(C)c1cccc2NC([O-])=CC(=O)c12,C19045872,,89.969994,1,0,0,0,0,1,0,0,0,0
S=C1NC([O-])=C(C(C)C)C(C)=N1,C18324334,,99.922508,1,0,0,0,0,0,0,0,0,0
[S-]C=1N(C[C@@H](C)CC)C(=O)NN=1,C00127782,,78.236244,1,0,0,0,0,1,0,1,0,0
[S-]c1[nH]c([C@H](C)CC)nn1,C37404928,,99.364632,1,0,0,0,0,1,0,0,0,0
P(O)(=O)([O-])C[C@H]1C[C@H](C)CCC1,C37629953,,99.533318,1,0,0,0,0,0,0,0,0,0
O[C@@H]1[C@H](C(=O)[O-])C(C)(C)CCC1,C37631013,,99.321327,1,0,0,0,0,0,0,0,0,0
OC[C@H](/N=C\1/CCCC([O-])=C/1)CC,C11565189,,94.805565,1,0,0,0,0,0,0,0,0,0
[S-]c1sc(N[C@H](C)C(C)C)nn1,C20581416,,97.4245,1,0,0,0,0,1,0,0,0,0
O[C@@H]([C@H](C)CC)c1ccc2nc([O-])oc2c1,C40259009,,99.571724,1,0,0,0,0,0,0,0,0,0
O[C@@H]([C@H]1[C@H](C)C1)c1ccc2nc([O-])oc2c1,C40259081,,99.572334,1,0,0,0,0,0,0,0,0,0
[O-]c1c(-c2nc(CC)[nH]n2)cccc1,C40488325,,92.000221,1,0,0,0,0,1,0,0,0,0
[O-]c1c(C#N)c(Nc2cnccc2)sn1,C40567714,,99.289978,1,0,0,0,0,1,0,0,0,0
OC1(C(=O)[O-])CCC(C(C)(C)C)CC1,C40733712,,99.687759,1,0,0,0,0,0,0,0,0,0
[S-]c1[nH]c([C@H]2C[C@H]3CC[C@@H]2C3)nn1,C42175662,,99.357109,1,0,0,0,0,1,0,0,0,0
O=C([O-])C=1C(=O)Nc2cc(C)c(C)cc2N=1,C45796224,,99.765488,1,0,0,0,0,0,0,0,0,0
OCc1c(OC)ccc(/C=C/C(=O)[O-])c1,C49627689,,98.618835,1,0,0,0,0,0,0,0,0,0
O=C([O-])C1(C(=O)NC(C)(C)CC)CCC1,C50289586,,99.693977,1,0,0,0,0,0,0,0,0,0
O=C(CC1CCCCC1)/C(/C#N)=C(\[O-])/NC,C51347864,,87.511665,1,0,0,0,0,0,0,0,0,0
O[C@@]1(CC(=O)[O-])C[C@@H](C)CC(C)(C)C1,C52248988,,99.343796,1,0,0,0,0,0,0,0,0,0
O[C@]1(C(C)(C)C(=O)[O-])[C@H](C)CCCC1,C52266754,,99.209442,1,0,0,0,0,0,0,0,0,0
O[C@]1(C(C)(C)C(=O)[O-])C[C@@H](C)CCC1,C52266783,,99.208351,1,0,0,0,0,0,0,0,0,0
[O-]c1ccc2c(oc3cc(NC)nnc23)c1,C54931059,,94.288361,1,0,0,0,0,0,0,0,0,0
N#C/N=C/1\N[C@H](C)c2ccccc2[N-]\1,C16609775,,98.925095,1,0,0,0,0,0,0,0,0,0
O=C([O-])C=1N=C(C(C)(C)C)NC(=O)C=1,C58035967,,94.095879,1,0,0,0,0,0,0,0,0,0
O=C([O-])[C@]1(NCC#C)CCc2ccccc12,C41730959,,75.603554,1,0,0,0,0,1,0,0,1,0
Fc1cc([C@](NCC#C)(C)C(=O)[O-])ccc1,C41731222,,71.770309,1,0,0,0,0,0,0,0,0,0
[S-]C=1N(c2c(C)cccc2)C(=O)NN=1,C61591519,,61.524837,1,0,0,0,0,1,0,0,0,0
FC(F)([C@@H](O)CC(C)(C)C)C(=O)[O-],C61840796,,99.9953,1,0,0,0,0,0,0,0,0,0
O(C)c1c(N/C=C\2/C([O-])=NN=C/2)cccc1,C06294961,,99.769112,1,0,0,0,0,0,0,0,0,0
Fc1cc(O)c(-c2cc([O-])cnc2)cc1,C65339029,,75.080383,1,0,0,0,0,0,0,0,0,0
[S-]C=1NC(=O)c2cc(C)ccc2N=1,C05588163,,99.85424,1,0,0,0,0,1,0,0,0,0
O(C)C(C)(C)C[C@@]1(C)[C@@H](C(=O)[O-])CNC1,C68949791,,99.040703,1,0,0,0,0,0,0,0,0,0
O[C@]1([C@@H](C(C)C)C(=O)[O-])C[C@@H](C)OCC1,C69899369,,99.346062,1,0,0,0,0,0,0,0,0,0
O[C@@](C)(COC1CCCCC1)C(=O)[O-],C70713045,,99.796288,1,0,0,0,0,0,0,0,0,0
O[C@]1(CC(=O)[O-])C[C@@H](CC)CC1,C70766793,,99.343445,1,0,0,0,0,0,0,0,0,0
O[C@@]1(C(C)(C)C(=O)[O-])C[C@H](CC)CC1,C70767044,,99.210678,1,0,0,0,0,0,0,0,0,0
S(=O)(=O)(N[O-])c1c(C)cc(C)c(C)c1,C71519308,,98.208832,1,0,0,0,0,1,0,1,0,0
Oc1c(CC)cc(C(=O)C)c([O-])c1,C71617754,,39.981667,1,0,0,0,0,0,0,0,0,0
FC(F)(F)[C@@H](O)[C@@](C)(CC)C(=O)[O-],C71624653,,99.608078,1,0,0,0,0,0,0,0,0,0
O=[N+]([O-])c1ccc(/C=C(\C(=O)[O-])/C(/C)=C/C(=O)[O-])cc1,C01830092,,98.07885,1,0,0,0,0,0,0,0,0,0
O=[N+]([O-])c1ccc([C@H]2C[C@@H](C(=O)[O-])[C@@H](C(=O)[O-])CC2)cc1,C12429170,,98.288918,1,0,0,0,0,0,0,0,0,0
Clc1c(OCC(=O)[O-])c(OCC)cc(/C=C/C(=O)[O-])c1,C13747309,,98.53746,1,0,0,0,0,0,0,0,0,0
O=C([O-])C1CCN(c2nc([O-])c(-c3ccc(OC)cc3)nn2)CC1,C19689892,,88.116692,1,0,0,0,0,0,0,0,0,0
O=[N+]([O-])c1c([O-])nc(/C=C/c2cc(OC)ccc2)nc1[O-],C15685009,,98.446709,1,0,0,0,0,0,0,0,0,0
Clc1cc(/C=C/c2nc([O-])c([N+](=O)[O-])c([O-])n2)ccc1,C09234786,,98.463768,1,0,0,0,0,0,0,0,0,0
O=C([O-])c1c(C)n(-c2nc([O-])cc(CCCC)n2)nc1,C19936253,,96.848763,1,0,0,0,0,0,0,0,0,0
O=C([O-])c1c(CC)c2C(=O)N=C([O-])N(CCCC)c2nc1,C20216667,,99.282822,1,0,0,0,0,0,0,0,0,0
O=C([O-])c1cnn2C(C(=O)[O-])=CC(c3cc(OC)ccc3)=Nc12,C20605536,,97.022461,1,0,0,0,0,0,0,0,0,0
S(CC(=O)c1c([O-])cc([O-])cc1)c1oc(C2CCCCC2)nn1,C22892157,,43.094906,1,0,0,0,0,0,0,0,0,0
S(CC(=O)[O-])c1nc(COc2ccc(C(C)C)cc2)n[n-]1,C26473480,,99.129158,1,0,0,0,0,1,1,1,1,0
S(CC(=O)[O-])c1nc(COc2ccc(C(C)(C)C)cc2)n[n-]1,C26473550,,99.129173,1,0,0,0,0,0,0,1,1,0
S=C1S/C(=C\c2c(C(=O)[O-])c(OC)c(OC)cc2)/C([O-])=N1,C34856047,,97.904312,1,0,0,0,0,0,0,0,0,0
Clc1cccc2c([O-])c(/C(/[O-])=N/c3sc(CC)nn3)cnc12,C13693216,,97.233093,1,0,0,0,0,1,0,0,0,0
O=C([O-])c1cc(CC)nc2N(CCC)C([O-])=NC(=O)c12,C37288897,,98.958603,1,0,0,0,0,0,0,0,0,0
Clc1cc(/C=C\c2nc([O-])c([N+](=O)[O-])c([O-])n2)ccc1,C13124695,,98.463768,1,0,0,0,0,0,0,0,0,0
FC(F)(F)/C(/[O-])=N/c1n2C([O-])=C(CC)C(C)=Nc2nn1,C08716762,,87.991905,1,0,0,0,0,1,0,0,0,0
Fc1cc(/C=C\c2nc([O-])c([N+](=O)[O-])c([O-])n2)ccc1,C20027204,,98.503403,1,0,0,0,0,0,0,0,0,0
[S-][C@@H]1N(/N=C/c2ccc(C(=O)[O-])cc2)[C@H]([C@@H]2N=NC(C)=C2)N=N1,C39591598,,59.742542,1,0,0,0,0,0,0,0,0,0
O=C([O-])c1n(-c2nc([O-])c(C)nn2)nc(CC(C)C)c1,C41125469,,78.013206,1,1,0,0,0,0,0,0,1,0
O=[N+]([O-])c1ccc([C@H]2[C@H](C(=O)[O-])[C@H](C(=O)[O-])CC=C2)cc1,C44804355,,98.546722,1,0,0,0,0,0,0,0,0,0
S(C)C/C(/[O-])=N/c1sc(-c2n(C)c([S-])nn2)c(C)n1,C47436205,,98.540176,1,0,0,0,0,1,0,0,0,0
O=[N+]([O-])c1cccc2cc(/C(/[O-])=N/c3scnn3)[n-]c12,C48316850,,97.750717,1,0,0,0,0,0,0,0,0,0
Clc1c(OCc2nc([O-])c(CC(=O)[O-])cn2)cccc1,C49468617,,98.261772,1,0,0,0,0,0,1,0,0,0
O=C([O-])/C=C/c1ccc(/C(/[O-])=N/c2scnn2)cc1,C49594121,,96.467308,1,0,0,0,0,0,0,0,0,0
O=C([O-])/C=C/c1sc(CN2C(=O)C=CC([O-])=N2)cc1,C43692406,,63.306694,1,0,0,0,0,0,0,0,1,0
O=C([O-])c1cc(C(=O)[O-])cc(-n2c(C(C)(C)C)nnn2)c1,C50309192,,98.999039,1,0,0,0,0,0,0,0,0,0
S(c1nc([O-])ccn1)c1c(C(=O)[O-])nc(C(C)C)nc1,C50364645,,99.093414,1,0,0,0,0,0,0,1,1,0
S(CC(=O)[O-])c1nc(-c2ccc3OCCc3c2)n[n-]1,C50892388,,98.731918,1,0,0,0,0,0,1,1,1,0
O=[N+]([O-])c1c(/C=C(\C#N)/c2nc3cc(C)ccc3[n-]2)cc([O-])cc1,C37342112,,34.809338,1,0,0,0,0,0,0,0,0,0
S(c1c(C(=O)[O-])cc2CCCCc2n1)c1ncn[n-]1,C54553830,,98.1381,1,0,0,0,0,0,0,0,0,0
O=[N+]([O-])c1ccc([C@H](Cc2oc(C(=O)[O-])cc2)C(=O)[O-])cc1,C57751132,,99.294174,1,0,0,0,0,0,0,0,0,0
S([C@@H](C(C)C)C(=O)[O-])c1nc([O-])c(C#N)c(-c2occc2)n1,C57849360,,96.207146,1,0,0,0,0,0,0,0,1,0
O=[N+]([O-])c1ccc(-c2nc([O-])cc(CC(=O)[O-])n2)cc1,C58037215,,98.005569,1,0,0,0,0,0,0,0,0,0
O=C([O-])Cc1nc(-c2c(OC)c(OC)ccc2)nc([O-])c1,C58037151,,97.631729,1,1,0,0,0,0,0,0,0,0
S(C(F)(F)C(=O)[O-])c1nc2cc([N+](=O)[O-])ccc2[n-]1,C59457502,,56.216385,1,0,0,0,0,0,0,0,0,0
O=C([O-])Cc1ccc(-n2c(C(C)C)c(C(=O)[O-])nn2)cc1,C62266169,,98.621819,1,0,0,0,0,0,0,0,0,0
O=C([O-])[C@@H](CC)n1c(CCC2CCCCC2)c(C(=O)[O-])nn1,C62279787,,99.085678,1,0,0,0,0,0,0,0,0,0
O=C([O-])CCn1c(c(C(=O)[O-])nn1)-c1ccc(C(C)(C)C)cc1,C62302055,,98.782494,1,0,0,0,0,0,0,0,1,0
O=C([O-])C(C)(C)n1c(CCc2ccc(C)cc2)c(C(=O)[O-])nn1,C62317850,,99.017059,1,1,0,0,0,0,0,0,0,0
O=C(N1CCC(C)(C(=O)[O-])CC1)c1c([O-])cc(OC)cc1,C62842132,,63.558491,1,0,0,0,0,1,0,0,1,0
[O-]/C(=N\c1cnccc1)/C1=NN=C(c2c([O-])cccc2)C1,C06040009,,88.014832,1,0,0,0,0,1,0,0,0,0
S(=O)(=O)([N-]c1c(C)ccc(F)c1)c1ccc2nc([O-])oc2c1,C11175697,,95.646988,1,0,0,0,0,1,1,0,0,0
Clc1c(Sc2nc(CC)n[n-]2)c([N+](=O)[O-])cc(C(=O)[O-])c1,C70462483,,99.142433,1,0,0,0,0,0,0,0,0,0
S(=O)(=O)([N-]c1c(C(=O)[O-])c2CCCCc2s1)CCCOC,C71234659,,76.813904,1,0,0,0,0,0,0,1,0,0
O=[N+]([O-])c1ccc(CC2=C([O-])n3nccc3N=C2[O-])cc1,C71475055,,99.287727,1,0,0,0,0,0,0,0,0,0
O=C([O-])CC1=Nc2n(C([O-])=C1)nc(C1CCCCC1)c2,C71470112,,99.360909,1,0,0,0,0,0,0,1,0,0
FC1=Cn2c(/N=N\c3ccc([O-])cc3)c(C(=O)[O-])nc2C=C1,C71591673,,59.079552,1,0,0,0,0,0,0,0,0,0
O=C([O-])c1nn(c([O-])n1)-c1scc(-c2c(C)cc(C)cc2C)n1,C71676160,,99.380928,1,0,0,0,0,0,0,0,0,0
O=C([O-])CCN(Cc1oc(C(=O)[O-])cc1)C1CCCC1,C71741698,,96.325424,1,0,0,1,0,0,0,0,1,0
O=C([O-])c1oc(CN2CCN(Cc3oc(C(=O)[O-])cc3)CC2)cc1,C19359254,,90.514992,1,0,0,0,0,0,1,0,1,0
O=C([O-])c1nc(/N=C(\[O-])/c2cc(OC)cc(OC)c2)sc1,C20332355,,99.549675,1,0,0,0,0,0,0,0,0,0
O=C([O-])C[C@H]1C(=O)N=C([N-]N=C2CCC(C(C)(C)C)CC2)S1,C00969372,,70.591286,1,0,0,0,0,0,0,0,0,0
O=C([O-])CCc1c([O-])nc(-c2cc(OC)c(OCC=C)cc2)nn1,C34761984,,86.600655,1,0,0,0,0,0,0,0,1,0
S(=O)(=O)([N-]c1c(C(OC)=O)c2CCCc2s1)CCC(=O)[O-],C37464684,,92.289505,1,0,0,0,0,0,0,0,0,0
S(=O)(=O)([N-]c1cc(C)c(C)cc1)N1[C@@H](C(=O)[O-])CCCC1,C37655700,,96.801567,1,0,0,0,0,1,0,0,1,0
S(=O)(=O)(N(C)[C@@H](C)c1c([O-])cccc1)CCCC(=O)[O-],C37838911,,96.965073,1,0,0,0,0,1,0,0,1,0
[S-][C@@H]1N(/N=C/c2c(C(=O)[O-])cccc2)[C@@H]([C@H]2N=NC(C)=C2)N=N1,C38690045,,60.008816,1,0,0,0,0,0,0,0,0,0
S(CC(=O)N1C[C@@]2(C)CC(C)(C)C[C@@H]1C2)[C@@H](CC(=O)[O-])C(=O)[O-],C39949016,,98.723045,1,0,0,0,0,0,0,0,0,0
S([C@H](C)C(=O)[O-])c1nc([O-])c(CCC(OC(C)C)=O)nn1,C20396045,,70.346291,1,0,0,0,0,0,0,0,1,0
S(=O)(=O)([N-]c1sc(SCC(=O)[O-])nn1)CCCC,C41018358,,99.578934,1,0,0,0,0,0,0,0,1,0
S(=O)(=O)([N-]c1c(F)cc([N+](=O)[O-])cc1)[C@@H](C)C(=O)[O-],C43474262,,53.678665,1,0,0,0,0,0,0,0,1,0
S=C1N(CCCC(=O)[O-])C(=O)/C(=C/c2c([O-])cc(OC)cc2)/S1,C46485612,,75.029106,1,0,0,0,0,0,1,0,1,0
S(=O)(=O)([N-]c1c(F)cc(F)c([N+](=O)[O-])c1)[C@@H](C)C(=O)[O-],C49049223,,86.795296,1,0,0,0,0,1,0,0,1,0
S(=O)(=O)([N-]c1c(/C(/[O-])=N/c2scnn2)ccc(F)c1)C,C49116017,,67.774643,1,0,0,0,0,0,0,0,0,0
FC(F)(/C(/[O-])=N/C[C@H]1OCCC1)C(F)(F)/C(/[O-])=N/C[C@H]1OCCC1,C02752852,,99.996124,1,0,0,0,0,0,0,0,0,0
S(=O)(=O)([N-]c1scc(C2CC2)n1)N1CCC(C(=O)[O-])CC1,C49235742,,63.600296,1,0,0,0,0,1,0,0,0,0
S(=O)(=O)([N-]c1scc(C(C)C)n1)N1C[C@@H](C(=O)[O-])CCC1,C49235773,,63.707581,1,0,0,0,0,1,0,0,1,0
S(C)c1sc(/N=C(\[O-])/CSc2ncnc3[n-]cnc23)nn1,C12323752,,92.733688,1,0,0,0,0,1,0,0,0,0
O=C([O-])COc1c(/C=C/2\C(=O)N(CC=C)C(=O)N=C\2[O-])cccc1,C13774426,,99.85643,1,0,0,0,0,0,0,0,0,0
S(=O)(=O)(N(C)CCCC)[N-][C@](C)(C(=O)[O-])c1ccccc1,C52879749,,66.884682,1,0,0,0,0,1,0,1,1,0
S=C1N(CC)C(=O)/C(=C\c2cc(OC)c([O-])c(OC)c2)/C([O-])=N1,C33899322,,90.885185,1,0,0,0,0,0,0,0,0,0
O=C([O-])[C@H](CC(=O)N1CCCCCC1)c1oc(C(=O)[O-])cc1,C57719684,,99.526749,1,0,0,0,0,0,0,0,1,0
O=C([O-])CC[C@H](C(=O)[O-])c1cc(OC)c(OC)c(OC)c1,C57980363,,98.383286,1,0,0,0,0,0,0,0,0,0
O=C([O-])CCn1c(COc2cc(CC)ccc2)c(C(=O)[O-])nn1,C62302118,,98.84861,1,1,0,0,0,0,0,0,1,0
S([C@@H](C)C(=O)[O-])C1=NS(=O)(=O)c2cc(OC)ccc2[N-]1,C62326166,,99.606148,1,0,0,0,0,0,0,0,1,0
O(C)C(=O)c1c(/N=C(\[O-])/CN(C)CCC(=O)[O-])cccc1,C62453589,,68.600525,1,0,0,0,0,1,0,1,1,0
S(=O)(=O)(N(CCC)CCC)[N-]c1c(C(=O)[O-])nccn1,C63216506,,99.305824,1,0,0,0,0,1,0,0,0,0
O(C)CC[N-]C1=NC([N-]c2cc(OC)ccc2)=N[C@H]2N=CN=C12,C38581417,,37.346519,1,0,0,0,0,1,0,0,0,0
S(=O)(=O)(N(C)C(C)C)[N-]Cc1c([N-]S(=O)(=O)C)cccc1,C58306030,,91.315872,1,0,0,0,0,1,0,0,0,0
Fc1c(/N=C(\[O-])/C(/C#N)=C(\[O-])/CCOCCOC)cccc1,C64681572,,99.004898,1,0,0,0,0,0,0,0,0,0
O(C)CCOCC/C(/[O-])=C(/C(/[O-])=N/c1cc(C)ccc1)\C#N,C64681631,,98.843414,1,0,0,0,0,0,0,0,0,0
O(CC1CC1)[C@@H](C)/C(/[O-])=C(/C(/[O-])=N/c1cc(OC)c(OC)cc1)\C#N,C64681830,,99.462929,1,0,0,0,0,0,0,0,0,0
O(CC1CC1)[C@@H](C)/C(/[O-])=C(/C(/[O-])=N/c1ccc(C(=O)N(C)C)cc1)\C#N,C64682273,,99.727066,1,0,0,0,0,0,0,0,0,0
S(CC1=Nc2n(C([O-])=C1)ncn2)c1oc(C(=O)[O-])cc1,C69334400,,75.198158,1,1,0,0,0,1,1,0,1,0
S(=O)(=O)([N-]C[C@@H](C)CSC)N1CCC(C(=O)[O-])CC1,C70079697,,94.499535,1,0,0,0,0,0,0,0,0,0
S(=O)(=O)(N1CCC(CCC)(C(=O)[O-])CC1)c1[n-]cnc1,C70415722,,99.009201,1,0,0,0,0,0,0,0,1,0
O(C)C(=O)[C@H]1C(=O)C(/C(=N\CC(=O)[O-])/CCC)=C([O-])CC1(C)C,C61878107,,99.753151,1,0,0,0,0,0,0,0,0,0
S([C@H](C)/C(/[O-])=C(\C(\[O-])=N\CC#C)/C#N)c1ncccn1,C56253880,,94.666267,1,0,0,0,0,0,0,0,0,0
O=C([O-])CCn1c(CCC(=O)[O-])nc2cc(OCC)ccc12,C71668210,,62.651752,1,0,0,0,0,0,0,0,0,0
O=C([O-])CCN(CCC(=O)[O-])c1c(C#N)c2CCCc2s1,C71673532,,98.597527,1,0,0,0,0,0,0,0,0,0
O=[N+]([O-])c1cc(N(CCC(=O)[O-])CCC(=O)[O-])c(C)cc1,C71720451,,98.5298,1,0,0,0,0,0,0,0,0,0
O=C([O-])CCN(CCCC(=O)[O-])c1cccc2cccnc12,C71722040,,97.453644,1,0,0,0,0,0,0,0,1,0
O=C([O-])CCCN(C[C@@H](C)C(=O)[O-])c1cc(C#N)ccc1,C71722118,,98.230232,1,0,0,0,0,0,0,0,1,0
Clc1c(N(CCCC(=O)[O-])C[C@@H](C)C(=O)[O-])cccn1,C71722172,,98.114456,1,0,0,0,0,0,0,0,1,0
O=C([O-])CCN(C(=O)C(C)C)c1ccc(CC(=O)[O-])cc1,C71723437,,98.66082,1,0,0,0,0,0,0,0,1,0
Fc1ccc(C(=O)[C@H](N(C)CCC(=O)[O-])CC(=O)[O-])cc1,C71726292,,57.335453,1,0,0,0,0,1,0,0,1,0
Fc1ccc(CC(=O)N(CCC(=O)[O-])CCC(=O)[O-])cc1,C71731987,,98.696274,1,0,0,0,0,0,0,0,0,0
O=C([O-])CCN(C[C@H](C)C(=O)[O-])Cc1c(C#N)cccc1,C71736987,,94.402504,1,0,0,0,0,1,0,1,1,0
O(CC)C(=O)C=1[C@H](C(=O)[O-])/C(=C(/OCC)\[O-])/C(C)=NC=1C,C19229874,,99.755608,1,0,0,0,0,0,0,0,0,0
S(=O)(=O)(N[C@H](CC)C(=O)[O-])C,C11889511,,87.281769,1,0,0,0,0,0,0,0,0,0
O[C@@H]1N(C(=O)C)C(=O)N(C(=O)C)[C@@H]1[O-],C12364126,,99.994247,1,0,0,0,0,0,0,0,0,0
O=C([O-])CN1CCN(C(=O)[C@@H]2CS(=O)(=O)CC2)CC1,C35126971,,86.350136,1,0,0,0,0,0,0,0,0,0
O=C([O-])[C@H](NC(=O)c1cn(C)nc1)CC,C35409708,,99.727539,1,0,0,0,0,0,0,0,1,0
S(=O)(=O)(NC1(C(=O)[O-])CCCC1)C,C36947352,,88.583061,1,0,0,0,0,0,0,0,0,0
O=C(NC1(C(=O)[O-])CCCC1)[C@H]1CS(=O)(=O)CC1,C36969293,,99.720032,1,0,0,0,0,0,0,0,0,0
S(CC#N)CC(=O)N1[C@@H](C(=O)[O-])CCC1,C36974332,,99.750015,1,0,0,0,0,0,0,0,0,0
S(=O)(=O)(C)N1[C@H](C(=O)N(C)CC(=O)[O-])CCC1,C36975181,,99.784439,1,0,0,0,0,0,0,0,0,0
O=C([O-])[C@@H]1N(C(=O)[C@H]2OCCOC2)CSC1,C37454746,,99.797272,1,0,0,0,0,0,0,0,0,0
O=C([O-])CN(C(=O)C=1C(=O)NC=CC=1)C1CC1,C37588524,,98.712898,1,0,0,0,0,1,0,0,1,0
SC[C@@H](S)CS(=O)(=O)[O-],C03873646,,94.587631,1,0,0,0,0,0,0,0,0,0
O=C([O-])CN(C(=O)[C@H]1NCCCC1)[C@@H]1CS(=O)(=O)CC1,C40483461,,83.647102,1,0,0,0,0,0,0,0,0,0
O=C(N1[C@H](C(=O)[O-])CSC1)N1CCS(=O)(=O)CC1,C40581496,,99.780006,1,0,0,0,0,0,0,0,0,0
O=C(N1[C@@H](C(=O)[O-])CCCC1)N1CCS(=O)(=O)CC1,C40581564,,99.731567,1,0,0,0,0,0,0,0,0,0
S(=O)(=O)(NC(C)(C)C(=O)[O-])[C@@H]1CS(=O)(=O)CC1,C40910536,,89.584549,1,0,0,0,0,0,0,0,0,0
O=C(N[C@]1(C(=O)[O-])[C@H](C)CCCC1)Cn1ncnc1,C41037562,,94.212425,1,0,0,0,0,0,0,0,1,0
OC[C@@H]1N(C(=O)N2[C@H](C(=O)[O-])CCC2)CCC1,C42435093,,99.73745,1,0,0,0,0,0,0,0,0,0
O[C@@H]1CN(C(=O)N2CCSCCC2)[C@@H](C(=O)[O-])C1,C42445047,,99.781197,1,0,0,0,0,0,0,0,0,0
O[C@H]1CN(C(=O)N2[C@@H](C(=O)[O-])CSC2)CCC1,C42471760,,99.776421,1,0,0,0,0,0,0,0,0,0
O=C(N(CCC#N)C1CC1)N1[C@H](C(=O)[O-])CSC1,C42549882,,99.777328,1,0,0,0,0,0,0,0,0,0
O=C(N[C@@]1(C(=O)[O-])CSCC1)Cn1nccc1,C43508648,,99.285774,1,0,0,0,0,1,0,0,1,0
O=C(N[C@@]1(C(=O)[O-])CSCC1)[C@@H]1OCCOC1,C43509152,,99.761604,1,0,0,0,0,0,0,0,0,0
O=C(N[C@@]1(C(=O)[O-])CSCC1)Cn1c(C)cc(C)n1,C43511073,,99.194313,1,0,0,0,0,0,0,0,1,0
S(=O)(=O)(N[C@]1(C(=O)[O-])CSCC1)C(C)C,C43511239,,86.290405,1,0,0,0,0,0,0,0,0,0
O=C(N(C)CC(=O)N1CCCC1)N1[C@H](C(=O)[O-])CSC1,C48988185,,99.778763,1,0,0,0,0,0,0,0,0,0
O[C@H]1CN(C(=O)N2CCN(C3CC3)CC2)[C@@H](C(=O)[O-])C1,C48996328,,97.888222,1,0,0,0,0,0,0,0,0,0
O=C([O-])[C@@H](N(C)C(=O)C1=C(C)n2nc(C)cc2N=C1)C,C54051634,,99.644905,1,0,0,0,0,0,0,0,0,0
O=C(N[C@@]1(C(=O)[O-])CSCC1)CC=C,C54400082,,99.746078,1,0,0,0,0,0,0,0,0,0
O=C(N[C@]1(C(=O)[O-])CSCC1)[C@H]1COCCC1,C54768649,,99.748215,1,0,0,0,0,0,0,0,0,0
O=C([O-])C(N(CC)C(=O)C=1C(=O)N(C)N=C(C)C=1C)(C)C,C61149672,,99.682892,1,0,0,0,0,0,0,0,0,0
O=C([O-])C(N(C)C(=O)c1nccnc1)(C)C,C61149940,,99.694916,1,0,0,0,0,0,0,0,1,0
O=C([O-])C(N(C)C(=O)[C@H]1CN(C(=O)N(C)C)CCC1)(C)C,C61150430,,99.679817,1,0,0,0,0,0,0,0,0,0
O=C([O-])C(N(C)C(=O)[C@H]1CN(C(=O)C)CCC1)(C)C,C61150967,,99.679893,1,0,0,0,0,0,0,0,0,0
O=C([O-])C(N(C)C(=O)N1CCS(=O)(=O)CC1)(C)C,C61174106,,99.672234,1,0,0,0,0,0,0,0,0,0
O=C([O-])C([NH+](C)[C@@H]1[C@@H]([O-])CS(=O)(=O)C1)(C)C,C61171580,,52.367886,1,0,0,0,0,0,0,0,0,0
O=C([O-])[C@@]1(N[C@H](C)CC)CS(=O)(=O)CC1,C62963196,,82.50296,1,0,0,0,0,0,0,0,0,0
O=C([O-])[C@@]1(N2CCNCCC2)CS(=O)(=O)CC1,C62963087,,97.556084,1,0,0,0,0,0,0,0,0,0
O=C([O-])[C@@]1(N2CCNCC2)CS(=O)(=O)CC1,C62963140,,98.435768,1,0,0,0,0,0,0,0,0,0
O=C([O-])[C@@]1(N2CCCC2)CS(=O)(=O)CCC1,C68939887,,89.747917,1,0,0,0,0,0,0,0,0,0
FC(F)(F)CN[C@]1(C(=O)[O-])CS(=O)(=O)CCC1,C69135537,,98.231926,1,0,0,0,0,0,0,0,0,0
S(=O)(=O)(OC[C@H]1OC(=O)[C@@H](O)CC1)[O-],C69481438,,100,1,0,0,0,0,0,0,0,0,0
O=C([O-])[C@@H]1N[C@@H](c2ncncc2)SC1,C69508969,,68.914497,1,0,0,0,0,0,0,0,0,0
O=CN[C@@H](C[C@@H]1COCCC1)C(=O)[O-],C69554597,,99.767563,1,0,0,0,0,0,0,0,0,0
O=C([O-])C(N(C)C(=O)c1[nH]nc(C)c1)(C)C,C69906530,,98.938797,1,0,0,0,0,0,0,0,1,0
